,images_path,anns_path
29,/content/coco/images/train2017/000000000810.jpg,/content/coco/images/train2017/000000000810.xml
30,/content/coco/images/train2017/000000000821.jpg,/content/coco/images/train2017/000000000821.xml
31,/content/coco/images/train2017/000000000839.jpg,/content/coco/images/train2017/000000000839.xml
32,/content/coco/images/train2017/000000000923.jpg,/content/coco/images/train2017/000000000923.xml
33,/content/coco/images/train2017/000000000927.jpg,/content/coco/images/train2017/000000000927.xml
34,/content/coco/images/train2017/000000000985.jpg,/content/coco/images/train2017/000000000985.xml
35,/content/coco/images/train2017/000000001006.jpg,/content/coco/images/train2017/000000001006.xml
36,/content/coco/images/train2017/000000001053.jpg,/content/coco/images/train2017/000000001053.xml
37,/content/coco/images/train2017/000000001144.jpg,/content/coco/images/train2017/000000001144.xml
38,/content/coco/images/train2017/000000001171.jpg,/content/coco/images/train2017/000000001171.xml
39,/content/coco/images/train2017/000000001232.jpg,/content/coco/images/train2017/000000001232.xml
40,/content/coco/images/train2017/000000001307.jpg,/content/coco/images/train2017/000000001307.xml
41,/content/coco/images/train2017/000000001311.jpg,/content/coco/images/train2017/000000001311.xml
42,/content/coco/images/train2017/000000001315.jpg,/content/coco/images/train2017/000000001315.xml
43,/content/coco/images/train2017/000000001366.jpg,/content/coco/images/train2017/000000001366.xml
44,/content/coco/images/train2017/000000001374.jpg,/content/coco/images/train2017/000000001374.xml
45,/content/coco/images/train2017/000000001408.jpg,/content/coco/images/train2017/000000001408.xml
46,/content/coco/images/train2017/000000001518.jpg,/content/coco/images/train2017/000000001518.xml
47,/content/coco/images/train2017/000000001523.jpg,/content/coco/images/train2017/000000001523.xml
48,/content/coco/images/train2017/000000001586.jpg,/content/coco/images/train2017/000000001586.xml
49,/content/coco/images/train2017/000000001625.jpg,/content/coco/images/train2017/000000001625.xml
50,/content/coco/images/train2017/000000001709.jpg,/content/coco/images/train2017/000000001709.xml
51,/content/coco/images/train2017/000000001720.jpg,/content/coco/images/train2017/000000001720.xml
52,/content/coco/images/train2017/000000001722.jpg,/content/coco/images/train2017/000000001722.xml
53,/content/coco/images/train2017/000000001762.jpg,/content/coco/images/train2017/000000001762.xml
54,/content/coco/images/train2017/000000001799.jpg,/content/coco/images/train2017/000000001799.xml
55,/content/coco/images/train2017/000000001875.jpg,/content/coco/images/train2017/000000001875.xml
56,/content/coco/images/train2017/000000001915.jpg,/content/coco/images/train2017/000000001915.xml
57,/content/coco/images/train2017/000000001924.jpg,/content/coco/images/train2017/000000001924.xml
58,/content/coco/images/train2017/000000001941.jpg,/content/coco/images/train2017/000000001941.xml
59,/content/coco/images/train2017/000000001955.jpg,/content/coco/images/train2017/000000001955.xml
60,/content/coco/images/train2017/000000002014.jpg,/content/coco/images/train2017/000000002014.xml
61,/content/coco/images/train2017/000000002089.jpg,/content/coco/images/train2017/000000002089.xml
62,/content/coco/images/train2017/000000002139.jpg,/content/coco/images/train2017/000000002139.xml
63,/content/coco/images/train2017/000000002142.jpg,/content/coco/images/train2017/000000002142.xml
64,/content/coco/images/train2017/000000002154.jpg,/content/coco/images/train2017/000000002154.xml
65,/content/coco/images/train2017/000000002209.jpg,/content/coco/images/train2017/000000002209.xml
66,/content/coco/images/train2017/000000002281.jpg,/content/coco/images/train2017/000000002281.xml
67,/content/coco/images/train2017/000000002309.jpg,/content/coco/images/train2017/000000002309.xml
68,/content/coco/images/train2017/000000002337.jpg,/content/coco/images/train2017/000000002337.xml
69,/content/coco/images/train2017/000000002377.jpg,/content/coco/images/train2017/000000002377.xml
70,/content/coco/images/train2017/000000002459.jpg,/content/coco/images/train2017/000000002459.xml
71,/content/coco/images/train2017/000000002529.jpg,/content/coco/images/train2017/000000002529.xml
72,/content/coco/images/train2017/000000002639.jpg,/content/coco/images/train2017/000000002639.xml
73,/content/coco/images/train2017/000000002640.jpg,/content/coco/images/train2017/000000002640.xml
74,/content/coco/images/train2017/000000002644.jpg,/content/coco/images/train2017/000000002644.xml
75,/content/coco/images/train2017/000000002664.jpg,/content/coco/images/train2017/000000002664.xml
76,/content/coco/images/train2017/000000002687.jpg,/content/coco/images/train2017/000000002687.xml
77,/content/coco/images/train2017/000000002754.jpg,/content/coco/images/train2017/000000002754.xml
78,/content/coco/images/train2017/000000002774.jpg,/content/coco/images/train2017/000000002774.xml
79,/content/coco/images/train2017/000000002782.jpg,/content/coco/images/train2017/000000002782.xml
80,/content/coco/images/train2017/000000002822.jpg,/content/coco/images/train2017/000000002822.xml
81,/content/coco/images/train2017/000000002823.jpg,/content/coco/images/train2017/000000002823.xml
82,/content/coco/images/train2017/000000002860.jpg,/content/coco/images/train2017/000000002860.xml
83,/content/coco/images/train2017/000000002890.jpg,/content/coco/images/train2017/000000002890.xml
84,/content/coco/images/train2017/000000002951.jpg,/content/coco/images/train2017/000000002951.xml
85,/content/coco/images/train2017/000000002985.jpg,/content/coco/images/train2017/000000002985.xml
86,/content/coco/images/train2017/000000002998.jpg,/content/coco/images/train2017/000000002998.xml
87,/content/coco/images/train2017/000000003035.jpg,/content/coco/images/train2017/000000003035.xml
88,/content/coco/images/train2017/000000003134.jpg,/content/coco/images/train2017/000000003134.xml
89,/content/coco/images/train2017/000000003148.jpg,/content/coco/images/train2017/000000003148.xml
90,/content/coco/images/train2017/000000003160.jpg,/content/coco/images/train2017/000000003160.xml
91,/content/coco/images/train2017/000000003259.jpg,/content/coco/images/train2017/000000003259.xml
92,/content/coco/images/train2017/000000003272.jpg,/content/coco/images/train2017/000000003272.xml
93,/content/coco/images/train2017/000000003337.jpg,/content/coco/images/train2017/000000003337.xml
94,/content/coco/images/train2017/000000003493.jpg,/content/coco/images/train2017/000000003493.xml
95,/content/coco/images/train2017/000000003535.jpg,/content/coco/images/train2017/000000003535.xml
96,/content/coco/images/train2017/000000003590.jpg,/content/coco/images/train2017/000000003590.xml
97,/content/coco/images/train2017/000000003602.jpg,/content/coco/images/train2017/000000003602.xml
98,/content/coco/images/train2017/000000003668.jpg,/content/coco/images/train2017/000000003668.xml
99,/content/coco/images/train2017/000000003682.jpg,/content/coco/images/train2017/000000003682.xml
100,/content/coco/images/train2017/000000003711.jpg,/content/coco/images/train2017/000000003711.xml
101,/content/coco/images/train2017/000000003793.jpg,/content/coco/images/train2017/000000003793.xml
102,/content/coco/images/train2017/000000003804.jpg,/content/coco/images/train2017/000000003804.xml
103,/content/coco/images/train2017/000000003817.jpg,/content/coco/images/train2017/000000003817.xml
104,/content/coco/images/train2017/000000003830.jpg,/content/coco/images/train2017/000000003830.xml
105,/content/coco/images/train2017/000000003849.jpg,/content/coco/images/train2017/000000003849.xml
106,/content/coco/images/train2017/000000003935.jpg,/content/coco/images/train2017/000000003935.xml
107,/content/coco/images/train2017/000000003982.jpg,/content/coco/images/train2017/000000003982.xml
108,/content/coco/images/train2017/000000003983.jpg,/content/coco/images/train2017/000000003983.xml
109,/content/coco/images/train2017/000000003988.jpg,/content/coco/images/train2017/000000003988.xml
110,/content/coco/images/train2017/000000004020.jpg,/content/coco/images/train2017/000000004020.xml
111,/content/coco/images/train2017/000000004032.jpg,/content/coco/images/train2017/000000004032.xml
112,/content/coco/images/train2017/000000004057.jpg,/content/coco/images/train2017/000000004057.xml
113,/content/coco/images/train2017/000000004068.jpg,/content/coco/images/train2017/000000004068.xml
114,/content/coco/images/train2017/000000004069.jpg,/content/coco/images/train2017/000000004069.xml
115,/content/coco/images/train2017/000000004129.jpg,/content/coco/images/train2017/000000004129.xml
116,/content/coco/images/train2017/000000004130.jpg,/content/coco/images/train2017/000000004130.xml
117,/content/coco/images/train2017/000000004140.jpg,/content/coco/images/train2017/000000004140.xml
118,/content/coco/images/train2017/000000004212.jpg,/content/coco/images/train2017/000000004212.xml
119,/content/coco/images/train2017/000000004246.jpg,/content/coco/images/train2017/000000004246.xml
120,/content/coco/images/train2017/000000004265.jpg,/content/coco/images/train2017/000000004265.xml
121,/content/coco/images/train2017/000000004275.jpg,/content/coco/images/train2017/000000004275.xml
122,/content/coco/images/train2017/000000004282.jpg,/content/coco/images/train2017/000000004282.xml
123,/content/coco/images/train2017/000000004289.jpg,/content/coco/images/train2017/000000004289.xml
124,/content/coco/images/train2017/000000004331.jpg,/content/coco/images/train2017/000000004331.xml
125,/content/coco/images/train2017/000000004355.jpg,/content/coco/images/train2017/000000004355.xml
126,/content/coco/images/train2017/000000004360.jpg,/content/coco/images/train2017/000000004360.xml
127,/content/coco/images/train2017/000000004376.jpg,/content/coco/images/train2017/000000004376.xml
128,/content/coco/images/train2017/000000004377.jpg,/content/coco/images/train2017/000000004377.xml
129,/content/coco/images/train2017/000000004404.jpg,/content/coco/images/train2017/000000004404.xml
130,/content/coco/images/train2017/000000004426.jpg,/content/coco/images/train2017/000000004426.xml
131,/content/coco/images/train2017/000000004462.jpg,/content/coco/images/train2017/000000004462.xml
132,/content/coco/images/train2017/000000004471.jpg,/content/coco/images/train2017/000000004471.xml
133,/content/coco/images/train2017/000000004489.jpg,/content/coco/images/train2017/000000004489.xml
134,/content/coco/images/train2017/000000004502.jpg,/content/coco/images/train2017/000000004502.xml
135,/content/coco/images/train2017/000000004551.jpg,/content/coco/images/train2017/000000004551.xml
136,/content/coco/images/train2017/000000004576.jpg,/content/coco/images/train2017/000000004576.xml
137,/content/coco/images/train2017/000000004578.jpg,/content/coco/images/train2017/000000004578.xml
138,/content/coco/images/train2017/000000004595.jpg,/content/coco/images/train2017/000000004595.xml
139,/content/coco/images/train2017/000000004620.jpg,/content/coco/images/train2017/000000004620.xml
140,/content/coco/images/train2017/000000004665.jpg,/content/coco/images/train2017/000000004665.xml
141,/content/coco/images/train2017/000000004700.jpg,/content/coco/images/train2017/000000004700.xml
142,/content/coco/images/train2017/000000004736.jpg,/content/coco/images/train2017/000000004736.xml
143,/content/coco/images/train2017/000000004739.jpg,/content/coco/images/train2017/000000004739.xml
144,/content/coco/images/train2017/000000004762.jpg,/content/coco/images/train2017/000000004762.xml
145,/content/coco/images/train2017/000000004764.jpg,/content/coco/images/train2017/000000004764.xml
146,/content/coco/images/train2017/000000004903.jpg,/content/coco/images/train2017/000000004903.xml
147,/content/coco/images/train2017/000000004968.jpg,/content/coco/images/train2017/000000004968.xml
148,/content/coco/images/train2017/000000004988.jpg,/content/coco/images/train2017/000000004988.xml
149,/content/coco/images/train2017/000000005018.jpg,/content/coco/images/train2017/000000005018.xml
150,/content/coco/images/train2017/000000005073.jpg,/content/coco/images/train2017/000000005073.xml
151,/content/coco/images/train2017/000000005105.jpg,/content/coco/images/train2017/000000005105.xml
152,/content/coco/images/train2017/000000005107.jpg,/content/coco/images/train2017/000000005107.xml
153,/content/coco/images/train2017/000000005123.jpg,/content/coco/images/train2017/000000005123.xml
154,/content/coco/images/train2017/000000005156.jpg,/content/coco/images/train2017/000000005156.xml
155,/content/coco/images/train2017/000000005169.jpg,/content/coco/images/train2017/000000005169.xml
156,/content/coco/images/train2017/000000005174.jpg,/content/coco/images/train2017/000000005174.xml
157,/content/coco/images/train2017/000000005198.jpg,/content/coco/images/train2017/000000005198.xml
158,/content/coco/images/train2017/000000005205.jpg,/content/coco/images/train2017/000000005205.xml
159,/content/coco/images/train2017/000000005213.jpg,/content/coco/images/train2017/000000005213.xml
160,/content/coco/images/train2017/000000005237.jpg,/content/coco/images/train2017/000000005237.xml
161,/content/coco/images/train2017/000000005256.jpg,/content/coco/images/train2017/000000005256.xml
162,/content/coco/images/train2017/000000005282.jpg,/content/coco/images/train2017/000000005282.xml
163,/content/coco/images/train2017/000000005294.jpg,/content/coco/images/train2017/000000005294.xml
164,/content/coco/images/train2017/000000005313.jpg,/content/coco/images/train2017/000000005313.xml
165,/content/coco/images/train2017/000000005325.jpg,/content/coco/images/train2017/000000005325.xml
166,/content/coco/images/train2017/000000005336.jpg,/content/coco/images/train2017/000000005336.xml
167,/content/coco/images/train2017/000000005355.jpg,/content/coco/images/train2017/000000005355.xml
168,/content/coco/images/train2017/000000005359.jpg,/content/coco/images/train2017/000000005359.xml
169,/content/coco/images/train2017/000000005394.jpg,/content/coco/images/train2017/000000005394.xml
170,/content/coco/images/train2017/000000005535.jpg,/content/coco/images/train2017/000000005535.xml
171,/content/coco/images/train2017/000000005601.jpg,/content/coco/images/train2017/000000005601.xml
172,/content/coco/images/train2017/000000005620.jpg,/content/coco/images/train2017/000000005620.xml
173,/content/coco/images/train2017/000000005638.jpg,/content/coco/images/train2017/000000005638.xml
174,/content/coco/images/train2017/000000005684.jpg,/content/coco/images/train2017/000000005684.xml
175,/content/coco/images/train2017/000000005755.jpg,/content/coco/images/train2017/000000005755.xml
176,/content/coco/images/train2017/000000005756.jpg,/content/coco/images/train2017/000000005756.xml
177,/content/coco/images/train2017/000000005757.jpg,/content/coco/images/train2017/000000005757.xml
178,/content/coco/images/train2017/000000005769.jpg,/content/coco/images/train2017/000000005769.xml
179,/content/coco/images/train2017/000000005811.jpg,/content/coco/images/train2017/000000005811.xml
180,/content/coco/images/train2017/000000005879.jpg,/content/coco/images/train2017/000000005879.xml
181,/content/coco/images/train2017/000000005883.jpg,/content/coco/images/train2017/000000005883.xml
182,/content/coco/images/train2017/000000005965.jpg,/content/coco/images/train2017/000000005965.xml
183,/content/coco/images/train2017/000000005967.jpg,/content/coco/images/train2017/000000005967.xml
184,/content/coco/images/train2017/000000006004.jpg,/content/coco/images/train2017/000000006004.xml
185,/content/coco/images/train2017/000000006019.jpg,/content/coco/images/train2017/000000006019.xml
186,/content/coco/images/train2017/000000006033.jpg,/content/coco/images/train2017/000000006033.xml
187,/content/coco/images/train2017/000000006148.jpg,/content/coco/images/train2017/000000006148.xml
188,/content/coco/images/train2017/000000006230.jpg,/content/coco/images/train2017/000000006230.xml
189,/content/coco/images/train2017/000000006233.jpg,/content/coco/images/train2017/000000006233.xml
190,/content/coco/images/train2017/000000006262.jpg,/content/coco/images/train2017/000000006262.xml
191,/content/coco/images/train2017/000000006270.jpg,/content/coco/images/train2017/000000006270.xml
192,/content/coco/images/train2017/000000006414.jpg,/content/coco/images/train2017/000000006414.xml
193,/content/coco/images/train2017/000000006424.jpg,/content/coco/images/train2017/000000006424.xml
194,/content/coco/images/train2017/000000006447.jpg,/content/coco/images/train2017/000000006447.xml
195,/content/coco/images/train2017/000000006489.jpg,/content/coco/images/train2017/000000006489.xml
196,/content/coco/images/train2017/000000006497.jpg,/content/coco/images/train2017/000000006497.xml
197,/content/coco/images/train2017/000000006517.jpg,/content/coco/images/train2017/000000006517.xml
198,/content/coco/images/train2017/000000006518.jpg,/content/coco/images/train2017/000000006518.xml
199,/content/coco/images/train2017/000000006522.jpg,/content/coco/images/train2017/000000006522.xml
200,/content/coco/images/train2017/000000006531.jpg,/content/coco/images/train2017/000000006531.xml
201,/content/coco/images/train2017/000000006562.jpg,/content/coco/images/train2017/000000006562.xml
202,/content/coco/images/train2017/000000006602.jpg,/content/coco/images/train2017/000000006602.xml
203,/content/coco/images/train2017/000000006692.jpg,/content/coco/images/train2017/000000006692.xml
204,/content/coco/images/train2017/000000006701.jpg,/content/coco/images/train2017/000000006701.xml
205,/content/coco/images/train2017/000000006709.jpg,/content/coco/images/train2017/000000006709.xml
206,/content/coco/images/train2017/000000006789.jpg,/content/coco/images/train2017/000000006789.xml
207,/content/coco/images/train2017/000000006810.jpg,/content/coco/images/train2017/000000006810.xml
208,/content/coco/images/train2017/000000006811.jpg,/content/coco/images/train2017/000000006811.xml
209,/content/coco/images/train2017/000000006846.jpg,/content/coco/images/train2017/000000006846.xml
210,/content/coco/images/train2017/000000006935.jpg,/content/coco/images/train2017/000000006935.xml
211,/content/coco/images/train2017/000000006936.jpg,/content/coco/images/train2017/000000006936.xml
212,/content/coco/images/train2017/000000006996.jpg,/content/coco/images/train2017/000000006996.xml
213,/content/coco/images/train2017/000000006998.jpg,/content/coco/images/train2017/000000006998.xml
214,/content/coco/images/train2017/000000007096.jpg,/content/coco/images/train2017/000000007096.xml
215,/content/coco/images/train2017/000000007104.jpg,/content/coco/images/train2017/000000007104.xml
216,/content/coco/images/train2017/000000007124.jpg,/content/coco/images/train2017/000000007124.xml
217,/content/coco/images/train2017/000000007125.jpg,/content/coco/images/train2017/000000007125.xml
218,/content/coco/images/train2017/000000007178.jpg,/content/coco/images/train2017/000000007178.xml
219,/content/coco/images/train2017/000000007201.jpg,/content/coco/images/train2017/000000007201.xml
220,/content/coco/images/train2017/000000007228.jpg,/content/coco/images/train2017/000000007228.xml
221,/content/coco/images/train2017/000000007253.jpg,/content/coco/images/train2017/000000007253.xml
222,/content/coco/images/train2017/000000007297.jpg,/content/coco/images/train2017/000000007297.xml
223,/content/coco/images/train2017/000000007298.jpg,/content/coco/images/train2017/000000007298.xml
224,/content/coco/images/train2017/000000007325.jpg,/content/coco/images/train2017/000000007325.xml
225,/content/coco/images/train2017/000000007355.jpg,/content/coco/images/train2017/000000007355.xml
226,/content/coco/images/train2017/000000007414.jpg,/content/coco/images/train2017/000000007414.xml
227,/content/coco/images/train2017/000000007524.jpg,/content/coco/images/train2017/000000007524.xml
228,/content/coco/images/train2017/000000007616.jpg,/content/coco/images/train2017/000000007616.xml
229,/content/coco/images/train2017/000000007643.jpg,/content/coco/images/train2017/000000007643.xml
230,/content/coco/images/train2017/000000007650.jpg,/content/coco/images/train2017/000000007650.xml
231,/content/coco/images/train2017/000000007685.jpg,/content/coco/images/train2017/000000007685.xml
232,/content/coco/images/train2017/000000007710.jpg,/content/coco/images/train2017/000000007710.xml
233,/content/coco/images/train2017/000000007713.jpg,/content/coco/images/train2017/000000007713.xml
234,/content/coco/images/train2017/000000007726.jpg,/content/coco/images/train2017/000000007726.xml
235,/content/coco/images/train2017/000000007740.jpg,/content/coco/images/train2017/000000007740.xml
236,/content/coco/images/train2017/000000007819.jpg,/content/coco/images/train2017/000000007819.xml
237,/content/coco/images/train2017/000000007938.jpg,/content/coco/images/train2017/000000007938.xml
238,/content/coco/images/train2017/000000008005.jpg,/content/coco/images/train2017/000000008005.xml
239,/content/coco/images/train2017/000000008019.jpg,/content/coco/images/train2017/000000008019.xml
240,/content/coco/images/train2017/000000008025.jpg,/content/coco/images/train2017/000000008025.xml
241,/content/coco/images/train2017/000000008055.jpg,/content/coco/images/train2017/000000008055.xml
242,/content/coco/images/train2017/000000008080.jpg,/content/coco/images/train2017/000000008080.xml
243,/content/coco/images/train2017/000000008086.jpg,/content/coco/images/train2017/000000008086.xml
244,/content/coco/images/train2017/000000008179.jpg,/content/coco/images/train2017/000000008179.xml
245,/content/coco/images/train2017/000000008181.jpg,/content/coco/images/train2017/000000008181.xml
246,/content/coco/images/train2017/000000008187.jpg,/content/coco/images/train2017/000000008187.xml
247,/content/coco/images/train2017/000000008193.jpg,/content/coco/images/train2017/000000008193.xml
248,/content/coco/images/train2017/000000008204.jpg,/content/coco/images/train2017/000000008204.xml
249,/content/coco/images/train2017/000000008238.jpg,/content/coco/images/train2017/000000008238.xml
250,/content/coco/images/train2017/000000008309.jpg,/content/coco/images/train2017/000000008309.xml
251,/content/coco/images/train2017/000000008333.jpg,/content/coco/images/train2017/000000008333.xml
252,/content/coco/images/train2017/000000008339.jpg,/content/coco/images/train2017/000000008339.xml
253,/content/coco/images/train2017/000000008341.jpg,/content/coco/images/train2017/000000008341.xml
254,/content/coco/images/train2017/000000008373.jpg,/content/coco/images/train2017/000000008373.xml
255,/content/coco/images/train2017/000000008439.jpg,/content/coco/images/train2017/000000008439.xml
256,/content/coco/images/train2017/000000008498.jpg,/content/coco/images/train2017/000000008498.xml
257,/content/coco/images/train2017/000000008564.jpg,/content/coco/images/train2017/000000008564.xml
258,/content/coco/images/train2017/000000008593.jpg,/content/coco/images/train2017/000000008593.xml
259,/content/coco/images/train2017/000000008644.jpg,/content/coco/images/train2017/000000008644.xml
260,/content/coco/images/train2017/000000008646.jpg,/content/coco/images/train2017/000000008646.xml
261,/content/coco/images/train2017/000000008659.jpg,/content/coco/images/train2017/000000008659.xml
262,/content/coco/images/train2017/000000008794.jpg,/content/coco/images/train2017/000000008794.xml
263,/content/coco/images/train2017/000000008834.jpg,/content/coco/images/train2017/000000008834.xml
264,/content/coco/images/train2017/000000008836.jpg,/content/coco/images/train2017/000000008836.xml
265,/content/coco/images/train2017/000000008944.jpg,/content/coco/images/train2017/000000008944.xml
266,/content/coco/images/train2017/000000008965.jpg,/content/coco/images/train2017/000000008965.xml
267,/content/coco/images/train2017/000000008999.jpg,/content/coco/images/train2017/000000008999.xml
268,/content/coco/images/train2017/000000009112.jpg,/content/coco/images/train2017/000000009112.xml
269,/content/coco/images/train2017/000000009133.jpg,/content/coco/images/train2017/000000009133.xml
270,/content/coco/images/train2017/000000009148.jpg,/content/coco/images/train2017/000000009148.xml
271,/content/coco/images/train2017/000000009172.jpg,/content/coco/images/train2017/000000009172.xml
272,/content/coco/images/train2017/000000009203.jpg,/content/coco/images/train2017/000000009203.xml
273,/content/coco/images/train2017/000000009274.jpg,/content/coco/images/train2017/000000009274.xml
274,/content/coco/images/train2017/000000009286.jpg,/content/coco/images/train2017/000000009286.xml
275,/content/coco/images/train2017/000000009296.jpg,/content/coco/images/train2017/000000009296.xml
276,/content/coco/images/train2017/000000009317.jpg,/content/coco/images/train2017/000000009317.xml
277,/content/coco/images/train2017/000000009321.jpg,/content/coco/images/train2017/000000009321.xml
278,/content/coco/images/train2017/000000009353.jpg,/content/coco/images/train2017/000000009353.xml
279,/content/coco/images/train2017/000000009379.jpg,/content/coco/images/train2017/000000009379.xml
280,/content/coco/images/train2017/000000009446.jpg,/content/coco/images/train2017/000000009446.xml
281,/content/coco/images/train2017/000000009451.jpg,/content/coco/images/train2017/000000009451.xml
282,/content/coco/images/train2017/000000009488.jpg,/content/coco/images/train2017/000000009488.xml
283,/content/coco/images/train2017/000000009539.jpg,/content/coco/images/train2017/000000009539.xml
284,/content/coco/images/train2017/000000009542.jpg,/content/coco/images/train2017/000000009542.xml
285,/content/coco/images/train2017/000000009572.jpg,/content/coco/images/train2017/000000009572.xml
286,/content/coco/images/train2017/000000009599.jpg,/content/coco/images/train2017/000000009599.xml
287,/content/coco/images/train2017/000000009615.jpg,/content/coco/images/train2017/000000009615.xml
288,/content/coco/images/train2017/000000009647.jpg,/content/coco/images/train2017/000000009647.xml
289,/content/coco/images/train2017/000000009648.jpg,/content/coco/images/train2017/000000009648.xml
290,/content/coco/images/train2017/000000009774.jpg,/content/coco/images/train2017/000000009774.xml
291,/content/coco/images/train2017/000000009801.jpg,/content/coco/images/train2017/000000009801.xml
292,/content/coco/images/train2017/000000009836.jpg,/content/coco/images/train2017/000000009836.xml
293,/content/coco/images/train2017/000000009845.jpg,/content/coco/images/train2017/000000009845.xml
294,/content/coco/images/train2017/000000009872.jpg,/content/coco/images/train2017/000000009872.xml
295,/content/coco/images/train2017/000000009885.jpg,/content/coco/images/train2017/000000009885.xml
296,/content/coco/images/train2017/000000009895.jpg,/content/coco/images/train2017/000000009895.xml
297,/content/coco/images/train2017/000000009941.jpg,/content/coco/images/train2017/000000009941.xml
298,/content/coco/images/train2017/000000009990.jpg,/content/coco/images/train2017/000000009990.xml
299,/content/coco/images/train2017/000000009999.jpg,/content/coco/images/train2017/000000009999.xml
300,/content/coco/images/train2017/000000010014.jpg,/content/coco/images/train2017/000000010014.xml
301,/content/coco/images/train2017/000000010056.jpg,/content/coco/images/train2017/000000010056.xml
302,/content/coco/images/train2017/000000010097.jpg,/content/coco/images/train2017/000000010097.xml
303,/content/coco/images/train2017/000000010104.jpg,/content/coco/images/train2017/000000010104.xml
304,/content/coco/images/train2017/000000010229.jpg,/content/coco/images/train2017/000000010229.xml
305,/content/coco/images/train2017/000000010239.jpg,/content/coco/images/train2017/000000010239.xml
306,/content/coco/images/train2017/000000010244.jpg,/content/coco/images/train2017/000000010244.xml
307,/content/coco/images/train2017/000000010318.jpg,/content/coco/images/train2017/000000010318.xml
308,/content/coco/images/train2017/000000010393.jpg,/content/coco/images/train2017/000000010393.xml
309,/content/coco/images/train2017/000000010434.jpg,/content/coco/images/train2017/000000010434.xml
310,/content/coco/images/train2017/000000010484.jpg,/content/coco/images/train2017/000000010484.xml
311,/content/coco/images/train2017/000000010540.jpg,/content/coco/images/train2017/000000010540.xml
312,/content/coco/images/train2017/000000010545.jpg,/content/coco/images/train2017/000000010545.xml
313,/content/coco/images/train2017/000000010613.jpg,/content/coco/images/train2017/000000010613.xml
314,/content/coco/images/train2017/000000010615.jpg,/content/coco/images/train2017/000000010615.xml
315,/content/coco/images/train2017/000000010639.jpg,/content/coco/images/train2017/000000010639.xml
316,/content/coco/images/train2017/000000010693.jpg,/content/coco/images/train2017/000000010693.xml
317,/content/coco/images/train2017/000000010716.jpg,/content/coco/images/train2017/000000010716.xml
318,/content/coco/images/train2017/000000010719.jpg,/content/coco/images/train2017/000000010719.xml
319,/content/coco/images/train2017/000000010732.jpg,/content/coco/images/train2017/000000010732.xml
320,/content/coco/images/train2017/000000010759.jpg,/content/coco/images/train2017/000000010759.xml
321,/content/coco/images/train2017/000000010825.jpg,/content/coco/images/train2017/000000010825.xml
322,/content/coco/images/train2017/000000010837.jpg,/content/coco/images/train2017/000000010837.xml
323,/content/coco/images/train2017/000000010920.jpg,/content/coco/images/train2017/000000010920.xml
324,/content/coco/images/train2017/000000010925.jpg,/content/coco/images/train2017/000000010925.xml
